sme_id,supplier_name,location,material,year,month,monthly_production_kg,water_consumption_liters,energy_consumption_kwh,waste_generation_kg,scope2_ghg_kgco2e,scope1_3_ghg_kgco2e_placeholder_v1,total_ghg_kgco2e_placeholder_v1,scope1_3_ghg_kgco2e,total_ghg_kgco2e
SME0193,Feminine Flair,Bangalore,Silk,2025,10,172.3,25336.3,2207.3,7.9,1412.67,367.39,1780.06,3266.36,4679.03
SME0194,Sports Style,Hyderabad,Polyester,2025,5,146.7,6448.5,1996.6,11.7,1277.83,468.81,1746.65,2285.72,3563.55
SME0195,Summer Essential,Surat,Cotton,2025,11,162.1,17730.8,1396.3,11.0,893.66,213.77,1107.43,2736.73,3630.39
SME0196,Flowing Fashion,Pune,Georgette,2025,6,642.7,43933.1,8014.8,40.3,5129.45,1639.91,6769.36,10013.84,15143.29
SME0197,Sporty Layer,Bangalore,Polyester,2025,11,964.6,45558.9,13123.0,75.5,8398.72,3102.23,11500.94,15029.33,23428.05
SME0198,Elegant Look,Chennai,Linen,2025,12,1326.0,113745.3,8594.2,74.0,5500.31,1446.84,6947.15,22386.85,27887.16
SME0199,Playful Style,Delhi,Rayon,2025,12,130.3,13843.0,1557.0,8.4,996.49,224.29,1220.78,2340.34,3336.83
SME0200,Elegant Sheen,Kolkata,Silk,2025,12,609.2,86989.3,7637.1,30.4,4887.72,1116.31,6004.03,11548.84,16436.56
SME0201,Sport Comfort,Hyderabad,Polyester,2025,3,235.4,11428.7,3878.1,14.3,2481.97,760.28,3242.25,3667.74,6149.71
SME0202,Casual Comfort,Pune,Cotton,2025,6,1251.0,121292.2,10364.3,76.5,6633.16,1431.25,8064.42,21120.62,27753.78
SME0203,Winter Luxury,Jaipur,Wool,2025,11,820.2,105671.2,7784.2,44.2,4981.87,1299.64,6281.5,14612.35,19594.22
SME0204,Summer Vibes,Surat,Cotton,2025,5,418.9,45493.3,3087.0,26.6,1975.69,471.44,2447.12,7072.28,9047.97
SME0205,Lightweight Fit,Mumbai,Linen,2025,11,1330.8,128679.3,8438.5,73.0,5400.66,1232.02,6632.68,22467.88,27868.54
SME0206,Ethnic Wear,Delhi,Cotton,2025,12,404.6,43767.2,2913.8,24.7,1864.86,510.44,2375.3,6830.86,8695.72
SME0207,Formal Elegance,Bangalore,Silk,2025,2,89.1,12795.8,1094.2,5.1,700.29,182.9,883.19,1689.1,2389.39
SME0208,Office Look,Hyderabad,Polyester,2025,10,980.3,44466.3,15527.5,60.5,9937.6,3094.43,13032.03,15273.95,25211.55
SME0209,Trendy Style,Chennai,Cotton,2025,6,693.8,74099.5,5430.7,37.6,3475.63,874.8,4350.44,11713.42,15189.05
SME0210,Playful Look,Kolkata,Denim,2025,6,1410.9,190309.3,11600.6,79.6,7424.37,2351.43,9775.79,28186.65,35611.02
SME0211,Layered Elegance,Surat,Georgette,2025,12,1086.2,70229.8,11882.0,66.3,7604.45,2790.62,10395.07,16923.97,24528.42
SME0212,Winter Casual,Mumbai,Wool,2025,6,1144.5,127179.2,12036.2,58.9,7703.15,1759.69,9462.84,20389.94,28093.09
SME0213,Outdoor Comfort,Jaipur,Cotton,2025,2,608.0,64676.4,4623.2,31.0,2958.87,679.83,3638.71,10264.86,13223.73
SME0214,Retro Style,Bangalore,Denim,2025,11,1495.9,191595.9,13332.2,80.7,8532.61,2534.56,11067.17,29884.76,38417.37
